,CHAPTER,CHAPTER NAME SANSKRIT,CHAPTER NAME ENGLISH,VERSE NUMBER,SANSKRIT VERSE,SANSKRIT TRANSLITERATION,WORD TRANSLATION,SANSKRIT ENGLISH,VERSE TRANSLATION,VERSE COMMENTARY
0,3,Karm Yog,The Yog of Action,1,अर्जुन उवाच |ज्यायसी चेत्कर्मणस्ते मता बुद्धिर्जनार्दन |तत्किं कर्मणि घोरे मां नियोजयसि केशव || 1||व्यामिश्रेणेव वाक्येन बुद्धिं मोहयसीव मे |तदेकं वद निश्चित्य येन श्रेयोऽहमाप्नुयाम् || 2||,arjuna uvāchajyāyasī chet karmaṇas te matā buddhir janārdanatat kiṁ karmaṇi ghore māṁ niyojayasi keśhavavyāmiśhreṇeva vākyena buddhiṁ mohayasīva metad ekaṁ vada niśhchitya yena śhreyo ’ham āpnuyām,"arjunaḥ uvācha—Arjun said;jyāyasī—superior;chet—if;karmaṇaḥ—than fruitive action;te—by you;matā—is considered;buddhiḥ—intellect;janārdana—he who looks after the public, Krishna;tat—then;kim—why;karmaṇi—action;ghore—terrible;mām—me;niyojayasi—do you engage;keśhava—Krishna, the killer of the demon named Keshi;vyāmiśhreṇa iva—by your apparently ambiguous;vākyena—words;buddhim—intellect;mohayasi—I am getting bewildered;iva—as it were;me—my;tat—therefore;ekam—one;vada—please tell;niśhchitya—decisively;yena—by which;śhreyaḥ—the highest good;aham—I;āpnuyām—may attain",arjuna uvachajyayasi chet karmanas te mata buddhir janardanatat kim karmani ghore mam niyojayasi keshavavyamishreneva vakyena buddhim mohayasiva metad ekam vada nishchitya yena shreyo ’ham apnuyam,"BG 3.1-2:Arjun said: O Janardan, if You consider knowledge superior to action, then why do You ask me to wage this terrible war? My intellect is bewildered by Your ambiguous advice. Please tell me decisively the one path by which I may attain the highest good.","Chapter one introduced the setting in which Arjun’s grief and lamentation arose, creating a reason for Shree Krishna to give spiritual instructions. In chapter two, the Lord first explained knowledge of the immortal self. He then reminded Arjun of his duty as a warrior, and said that performing it would result in glory and the celestial abodes. After prodding Arjun to do his occupational work as a Kshatriya, Shree Krishna then revealed a superior principle—the science ofkarm yog—and asked Arjun to detach himself from the fruits of his works. In this way, bondage-creating karmas would be transformed into bondage-breaking karmas. He termed the science of working without desire for rewards asbuddhi yog, orYogof the intellect. By this, he meant that the mind should be detached from worldly temptations by controlling it with a resolute intellect; and the intellect should be made unwavering through the cultivation of spiritual knowledge. He did not suggest that actions should be given up, but rather that attachment to the fruits of actions should be given up.Arjun misunderstood Shree Krishna’s intention, thinking that if knowledge is superior to action, then why should he perform the ghastly duty of waging this war? Hence, he says, “By making contradictory statements, you are bewildering my intellect. I know you are merciful and your desire is not to baffle me, so please dispel my doubt.”"
1,3,Karm Yog,The Yog of Action,2,अर्जुन उवाच |ज्यायसी चेत्कर्मणस्ते मता बुद्धिर्जनार्दन |तत्किं कर्मणि घोरे मां नियोजयसि केशव || 1||व्यामिश्रेणेव वाक्येन बुद्धिं मोहयसीव मे |तदेकं वद निश्चित्य येन श्रेयोऽहमाप्नुयाम् || 2||,arjuna uvāchajyāyasī chet karmaṇas te matā buddhir janārdanatat kiṁ karmaṇi ghore māṁ niyojayasi keśhavavyāmiśhreṇeva vākyena buddhiṁ mohayasīva metad ekaṁ vada niśhchitya yena śhreyo ’ham āpnuyām,"arjunaḥ uvācha—Arjun said;jyāyasī—superior;chet—if;karmaṇaḥ—than fruitive action;te—by you;matā—is considered;buddhiḥ—intellect;janārdana—he who looks after the public, Krishna;tat—then;kim—why;karmaṇi—action;ghore—terrible;mām—me;niyojayasi—do you engage;keśhava—Krishna, the killer of the demon named Keshi;vyāmiśhreṇa iva—by your apparently ambiguous;vākyena—words;buddhim—intellect;mohayasi—I am getting bewildered;iva—as it were;me—my;tat—therefore;ekam—one;vada—please tell;niśhchitya—decisively;yena—by which;śhreyaḥ—the highest good;aham—I;āpnuyām—may attain",arjuna uvachajyayasi chet karmanas te mata buddhir janardanatat kim karmani ghore mam niyojayasi keshavavyamishreneva vakyena buddhim mohayasiva metad ekam vada nishchitya yena shreyo ’ham apnuyam,"BG 3.1-2:Arjun said: O Janardan, if You consider knowledge superior to action, then why do You ask me to wage this terrible war? My intellect is bewildered by Your ambiguous advice. Please tell me decisively the one path by which I may attain the highest good.","Chapter one introduced the setting in which Arjun’s grief and lamentation arose, creating a reason for Shree Krishna to give spiritual instructions. In chapter two, the Lord first explained knowledge of the immortal self. He then reminded Arjun of his duty as a warrior, and said that performing it would result in glory and the celestial abodes. After prodding Arjun to do his occupational work as a Kshatriya, Shree Krishna then revealed a superior principle—the science ofkarm yog—and asked Arjun to detach himself from the fruits of his works. In this way, bondage-creating karmas would be transformed into bondage-breaking karmas. He termed the science of working without desire for rewards asbuddhi yog, orYogof the intellect. By this, he meant that the mind should be detached from worldly temptations by controlling it with a resolute intellect; and the intellect should be made unwavering through the cultivation of spiritual knowledge. He did not suggest that actions should be given up, but rather that attachment to the fruits of actions should be given up.Arjun misunderstood Shree Krishna’s intention, thinking that if knowledge is superior to action, then why should he perform the ghastly duty of waging this war? Hence, he says, “By making contradictory statements, you are bewildering my intellect. I know you are merciful and your desire is not to baffle me, so please dispel my doubt.”"
2,3,Karm Yog,The Yog of Action,3,श्रीभगवानुवाच |लोकेऽस्मिन्द्विविधा निष्ठा पुरा प्रोक्ता मयानघ |ज्ञानयोगेन साङ्ख्यानां कर्मयोगेन योगिनाम् || 3||,śhrī bhagavān uvāchaloke ’smin dvi-vidhā niṣhṭhā purā proktā mayānaghajñāna-yogena sāṅkhyānāṁ karma-yogena yoginām,śhrī-bhagavān uvācha—the Lord said;loke—in the world;asmin—this;dvi-vidhā—two kinds of;niṣhṭhā—faith;purā—previously;proktā—explained;mayā—by me (Shree Krishna);anagha—sinless;jñāna-yogena—through the path of knowledge;sānkhyānām—for those inclined toward contemplation;karma-yogena—through the path of action;yoginām—of the yogis,shri bhagavan uvachaloke ’smin dvi-vidha nishtha pura prokta mayanaghajnana-yogena sankhyanam karma-yogena yoginam,"BG 3.3:The Lord said: O sinless one, the two paths leading to enlightenment were previously explained by Me: the path of knowledge, for those inclined toward contemplation, and the path of work for those inclined toward action.","In verse 2.39, Shree Krishna explained the two paths leading to spiritual perfection. The first is the acquisition of knowledge through the analytical study of the nature of the soul and its distinction from the body. Shree Krishna refers to this assānkhya yog. People with a philosophic bend of mind are inclined toward this path of knowing the self through intellectual analysis. The second is the process of working in the spirit of devotion to God, orkarm yog. Shree Krishna also calls thisbuddhi yog¸ as explained in the previous verse. Working in this manner purifies the mind, and knowledge naturally awakens in the purified mind, thus leading to enlightenment.Amongst people interested in the spiritual path, there are those who are inclined toward contemplation and then there are those inclined to action. Hence, both these paths have existed ever since the soul’s aspiration for God-realization has existed. Shree Krishna touches upon both of them since his message is meant for people of all temperaments and inclinations."
3,3,Karm Yog,The Yog of Action,4,न कर्मणामनारम्भान्नैष्कर्म्यं पुरुषोऽश्नुते |न च संन्यसनादेव सिद्धिं समधिगच्छति || 4||,na karmaṇām anārambhān naiṣhkarmyaṁ puruṣho ’śhnutena cha sannyasanād eva siddhiṁ samadhigachchhati,na—not;karmaṇām—of actions;anārambhāt—by abstaining from;naiṣhkarmyam—freedom from karmic reactions;puruṣhaḥ—a person;aśhnute—attains;na—not;cha—and;sannyasanāt—by renunciation;eva—only;siddhim—perfection;samadhigachchhati—attains,na karmanam anarambhan naishkarmyam purusho ’shnutena cha sannyasanad eva siddhim samadhigachchhati,"BG 3.4:One cannot achieve freedom from karmic reactions by merely abstaining from work, nor can one attain perfection of knowledge by mere physical renunciation.","The first line of this verse refers to thekarm yogi(follower of the discipline of work), and the second line refers to thesānkhya yogi(follower of the discipline of knowledge).In the first line, Shree Krishna says that mere abstinence from work does not result in a state of freedom from karmic reactions. The mind continues to engage in fruitive thoughts, and since mental work is also a form of karma, it binds one in karmic reactions, just as physical work does. A truekarm yogimust learn to work without any attachment to the fruits of actions. This requires cultivation of knowledge in the intellect. Hence, philosophic knowledge is also necessary for success inkarm yog.In the second line, Shree Krishna declares that thesānkhya yogicannot attain the state of knowledge merely by renouncing the world and becoming a monk. One may give up the physical objects of the senses, but true knowledge cannot awaken as long as the mind remains impure. The mind has a tendency to repeat its previous thoughts. Such repetition creates a channel within the mind, and new thoughts flow irresistibly in the same direction. Out of previous habit, the materially contaminated mind keeps running in the direction of anxiety, stress, fear, hatred, envy, attachment, and the whole gamut of material emotions. Thus, realized knowledge will not appear in an impure heart by mere physical renunciation. It must be accompanied by congruent action that purifies the mind and intellect. Therefore, action is also necessary for success insānkhya yog.It is said that devotion without philosophy is sentimentality, and philosophy without devotion is intellectual speculation. Action and knowledge are necessary in bothkarm yogandsānkhya yog. It is only their proportion that varies, creating the difference between the two paths."
4,3,Karm Yog,The Yog of Action,5,न हि कश्चित्क्षणमपि जातु तिष्ठत्यकर्मकृत् |कार्यते ह्यवश: कर्म सर्व: प्रकृतिजैर्गुणै: || 5||,na hi kaśhchit kṣhaṇam api jātu tiṣhṭhatyakarma-kṛitkāryate hyavaśhaḥ karma sarvaḥ prakṛiti-jair guṇaiḥ,na—not;hi—certainly;kaśhchit—anyone;kṣhaṇam—a moment;api—even;jātu—ever;tiṣhṭhati—can remain;akarma-kṛit—without action;kāryate—are performed;hi—certainly;avaśhaḥ—helpless;karma—work;sarvaḥ—all;prakṛiti-jaiḥ—born of material nature;guṇaiḥ—by the qualities,na hi kashchit kshanam api jatu tishthatyakarma-kritkaryate hyavashah karma sarvah prakriti-jair gunaih,"BG 3.5:There is no one who can remain without action even for a moment. Indeed, all beings are compelled to act by their qualities born of material nature (the threeguṇas).","Some people think that action refers only to professional work, and not to daily activities such as eating, drinking, sleeping, waking and thinking. So when they renounce their profession, they think they are not performing actions. But Shree Krishna considers all activities performed with the body, mind, and tongue as actions. Hence, he tells Arjun that complete inactivity is impossible even for a moment. If we simply sit down, it is an activity; if we lie down, that is also an activity; if we fall asleep, the mind is still engaged in dreaming; even in deep sleep, the heart and other bodily organs are functioning. Thus Shree Krishna declares that for human beings inactivity is an impossible state to reach, since the body-mind-intellect mechanism is compelled by its own make-up of the threeguṇas(sattva, rajas,andtamas) to perform work in the world. The Śhrīmad Bhāgavatam contains a similar verse:na hi kaśhchit kṣhaṇam api jātu tiṣhṭhaty akarma-kṛitkāryate hy avaśhaḥ karma guṇaiḥ svābhāvikair balāt(6.1.53)[v1]“Nobody can remain inactive for even a moment. Everyone is forced to act by their modes of nature.”"
5,3,Karm Yog,The Yog of Action,6,कर्मेन्द्रियाणि संयम्य य आस्ते मनसा स्मरन् |इन्द्रियार्थान्विमूढात्मा मिथ्याचार: स उच्यते || 6||,karmendriyāṇi sanyamya ya āste manasā smaranindriyārthān vimūḍhātmā mithyāchāraḥ sa uchyate,karma-indriyāṇi—organs of action;sanyamya—restrain;yaḥ—who;āste—remain;manasā—in the mind;smaran—to remember;indriya-arthān—sense objects;vimūḍha-ātmā—the deluded;mithyā-āchāraḥ—hypocrite;saḥ—they;uchyate—are called,karmendriyani sanyamya ya aste manasa smaranindriyarthan vimudhatma mithyacharah sa uchyate,"BG 3.6:Those who restrain the external organs of action, while continuing to dwell on sense objects in the mind, certainly delude themselves and are to be called hypocrites.","Attracted by the lure of an ascetic life, people often renounce their work, only to discover later that their renunciation is not accompanied by an equal amount of mental and intellectual withdrawal from the sensual fields. This creates a situation of hypocrisy where one displays an external show of religiosity while internally living a life of ignoble sentiments and base motives. Hence, it is better to face the struggles of the world as akarm yogi, than to lead the life of a false ascetic. Running away from the problems of life by prematurely takingsanyāsis not the way forward in the journey of the evolution of the soul. Saint Kabir stated sarcastically:mana na raṅgāye ho, raṅgāye yogī kapaṛājatavā baḍhāe yogī dhuniyā ramaule, dahiyā baḍhāe yogī bani gayele bakarā[v2]“O Ascetic Yogi, you have donned the ochre robes, but you have ignored dyeing your mind with the color of renunciation. You have grown long locks of hair and smeared ash on your body (as a sign of detachment). But without the internal devotion, the external beard you have sprouted only makes you resemble a goat.” Shree Krishna states in this verse that people who externally renounce the objects of the senses while continuing to dwell upon them in the mind are hypocrites, and they delude themselves.The Puranas relate the story of two brothers, Tavrit and Suvrit, to illustrate this point. The brothers were walking from their house to hear the Śhrīmad Bhāgavatam discourse at the temple. On the way, it began raining heavily, so they ran into the nearest building for shelter. To their dismay, they found themselves in a brothel, where women of disrepute were dancing to entertain their guests. Tavrit, the elder brother, was appalled and walked out into the rain, to continue to the temple. The younger brother, Suvrit, felt no harm in sitting there for a while to escape getting wet in the rain.Tavrit reached the temple and sat for the discourse, but in his mind he became remorseful, “O how boring this is! I made a dreadful mistake; I should have remained at the brothel. My brother must be enjoying himself greatly in revelry there.” Suvrit, on the other hand, started thinking, “Why did I remain in this house of sin? My brother is so holy; he is bathing his intellect in the knowledge of the Bhāgavatam. I too should have braved the rain and reached there. After all, I am not made of salt that I would have melted in a little bit of rain.”When the rain stopped, both started out in the direction of the other. The moment they met, lightning struck them and they both died on the spot. TheYamdoots(servants of the god of Death) came to take Tavrit to hell. Tavrit complained, “I think you have made a mistake. I am Tavrit. It was my brother who was sitting at the brothel a little while ago. You should be taking him to hell.” TheYamdootsreplied, “We have made no mistake. He was sitting there to avoid the rain, but in his mind he was longing to be at the Bhāgavatam discourse. On the other hand, while you were sitting and hearing the discourse, your mind was yearning to be at the brothel.” Tavrit was doing exactly what Shree Krishna declares in this verse; he had externally renounced the objects of the senses, but was dwelling upon them in the mind. This was the improper kind of renunciation.The next verse states the proper kind of renunciation."
6,3,Karm Yog,The Yog of Action,7,यस्त्विन्द्रियाणि मनसा नियम्यारभतेऽर्जुन |कर्मेन्द्रियै: कर्मयोगमसक्त: स विशिष्यते || 7||,yas tvindriyāṇi manasā niyamyārabhate ’rjunakarmendriyaiḥ karma-yogam asaktaḥ sa viśhiṣhyate,yaḥ—who;tu—but;indriyāṇi—the senses;manasā—by the mind;niyamya—control;ārabhate—begins;arjuna—Arjun;karma-indriyaiḥ—by the working senses;karma-yogam—karm yog;asaktaḥ—without attachment;saḥ—they;viśhiṣhyate—are superior,yas tvindriyani manasa niyamyarabhate ’rjunakarmendriyaih karma-yogam asaktah sa vishishyate,"BG 3.7:But those karm yogis who control their knowledge senses with the mind, O Arjun, and engage the working senses in working without attachment, are certainly superior.","The wordkarm yoghas been used in this verse. It consists of two main concepts:karm(occupational duties) andYog(union with God). Hence, akarm yogiis one who performs worldly duties while keeping the mind attached to God. Such akarm yogiis not bound by karma even while performing all kinds of works. This is because what binds one to the law of karma is not actions, but the attachment to the fruits of those actions. And akarm yogihas no attachment to the fruits of action. On the other hand, a false renunciant renounces action, but does not forsake attachment, and thus remains bound in the law of karma.Shree Krishna says here that a person in household life who practiceskarm yogis superior to the false renunciant who continues to dwell on the objects of the senses in the mind. Jagadguru Shree Kripaluji Maharaj contrasts these two situations very beautifully:mana hari meṅ tana jagat meṅ, karmayog tehi jānatana hari meṅ mana jagat meṅ, yaha mahāna ajñāna(Bhakti Śhatak verse 84)[v3]“When one works in the world with the body, but keeps the mind attached to God, know it to bekarm yog. When one engages in spirituality with the body, but keeps the mind attached to the world, know it to be hypocrisy.”"
7,3,Karm Yog,The Yog of Action,8,नियतं कुरु कर्म त्वं कर्म ज्यायो ह्यकर्मण: |शरीरयात्रापि च ते न प्रसिद्ध्येदकर्मण: || 8||,niyataṁ kuru karma tvaṁ karma jyāyo hyakarmaṇaḥśharīra-yātrāpi cha te na prasiddhyed akarmaṇaḥ,niyatam—constantly;kuru—perform;karma—Vedic duties;tvam—you;karma—action;jyāyaḥ—superior;hi—certainly;akarmaṇaḥ—than inaction;śharīra—bodily;yātrā—maintenance;api—even;cha—and;te—your;na prasiddhyet—would not be possible;akarmaṇaḥ—inaction,niyatam kuru karma tvam karma jyayo hyakarmanahsharira-yatrapi cha te na prasiddhyed akarmanah,"BG 3.8:You should thus perform your prescribed Vedic duties, since action is superior to inaction. By ceasing activity, even your bodily maintenance will not be possible.","Until the mind and intellect reach a state where they are absorbed in God-consciousness, physical work performed in an attitude of duty is very beneficial for one’s internal purification. Hence, the Vedas prescribe duties for humans, to help them discipline their mind and senses. In fact, laziness is described as one of the biggest pitfalls on the spiritual path:ālasya hi manuṣhyāṇāṁ śharīrastho mahān ripuḥnāstyudyamasamo bandhūḥ kṛitvā yaṁ nāvasīdati[v4]“Laziness is the greatest enemy of humans, and is especially pernicious since it resides in their own body. Work is their most trustworthy friend, and is a guarantee against downfall.” Even the basic bodily activities like eating, bathing, and maintaining proper health require work. These obligatory actions are callednitya karm. To neglect these basic maintenance activities is not a sign of progress, but an indication of slothfulness, leading to emaciation and weakness of both body and mind. On the other hand, a cared for and nourished body is a positive adjunct on the road to spirituality. Thus, the state of inertia does not lend itself either to material or spiritual achievement. For the progress of our own soul, we should embrace the duties that help elevate and purify our mind and intellect."
8,3,Karm Yog,The Yog of Action,9,यज्ञार्थात्कर्मणोऽन्यत्र लोकोऽयं कर्मबन्धन: |तदर्थं कर्म कौन्तेय मुक्तसङ्ग: समाचर || 9||,yajñārthāt karmaṇo ’nyatra loko ’yaṁ karma-bandhanaḥtad-arthaṁ karma kaunteya mukta-saṅgaḥ samāchara,"yajña-arthāt—for the sake of sacrifice;karmaṇaḥ—than action;anyatra—else;lokaḥ—material world;ayam—this;karma-bandhanaḥ—bondage through one’s work;tat—that;artham—for the sake of;karma—action;kaunteya—Arjun, the son of Kunti;mukta-saṅgaḥ—free from attachment;samāchara—perform properly",yajnarthat karmano ’nyatra loko ’yam karma-bandhanahtad-artham karma kaunteya mukta-sangah samachara,"BG 3.9:Work must be done as a yajna to the Supreme Lord; otherwise, work causes bondage in this material world. Therefore, O son of Kunti, for the satisfaction of God, perform your prescribed duties, without being attached to the results.","A knife in the hands of a robber is a weapon for intimidation or committing murder, but in the hands of a surgeon is an invaluable instrument used for saving people’s lives. The knife in itself is neither murderous nor benedictory—its effect is determined by how it is used. As Shakespeare said: “For there is nothing good or bad, but thinking makes it so.” Similarly, work in itself is neither good nor bad. Depending upon the state of the mind, it can be either binding or elevating. Work done for the enjoyment of one’s senses and the gratification of one’s pride is the cause of bondage in the material world, while work performed asyajña(sacrifice) for the pleasure of the Supreme Lord liberates one from the bonds of Maya and attracts divine grace. Since it is our nature to perform actions, we are forced to work in one of the two modes. We cannot remain without working for even a moment as our mind cannot remain still.If we do not perform actions as a sacrifice to God, we will be forced to work to gratify our mind and senses. Instead, when we perform work as a sacrifice, we then look upon the whole world and everything in it as belonging to God, and therefore, meant for utilization in his service. A beautiful ideal for this was established by King Raghu, the ancestor of Lord Ram. Raghu performed theViśhwajitsacrifice, which requires donating all of one’s possessions in charity.sa viśhwajitam ājahre yajñaṁ sarvasva dakṣhiṇamādānaṁ hi visargāya satāṁ vārimuchām iva(Raghuvanśh 4.86)[v5]“Raghu performed theViśhwajit yajñawith the thought that just as clouds gather water from the Earth, not for their enjoyment, but to shower it back upon the Earth, similarly, all he possessed as a king had been gathered from the public in taxes, not for his pleasure, but for the pleasure of God. So he decided to use his wealth to please God by serving his citizens with it.” After theyajña, Raghu donated all his possessions to his citizens. Then, donning the rags of a beggar and holding an earthen pot, he went out to beg for his meal.While resting under a tree, he heard a group of people discussing, “Our king is so benevolent. He has given away everything in charity.” Raghu was pained on hearing his praise and spoke out, “What are you discussing?” They answered, “We are praising our king. There is nobody in the world as charitable as him.” Raghu retorted, “Do not ever say that again. Raghu has given nothing.” They said, “What kind of person are you who are criticizing our king? Everyone knows that Raghu has donated everything he owned.” Raghu replied, “Go and ask your king that when he came into this world did he possess anything? He was born empty-handed, is it not? Then what was his that he has given away?”This is the spirit ofkarm yog, in which we see the whole world as belonging to God, and hence meant for the satisfaction of God. We then perform our duties not for gratifying our mind and senses, but for the pleasure of God. Lord Vishnu instructed the Prachetas in this fashion:gṛiheṣhv āviśhatāṁ chāpi puṁsāṁ kuśhala-karmaṇāmmad-vārtā-yāta-yāmānāṁ na bandhāya gṛihā matāḥ(Bhāgavatam 4.30.19)[v6]“The perfectkarm yogis, even while fulfilling their household duties, perform all their works asyajñato me, knowing me to be the Enjoyer of all activities. They spend whatever free time they have in hearing and chanting my glories. Such people, though living in the world, never get bound by their actions.”"
9,3,Karm Yog,The Yog of Action,10,सहयज्ञा: प्रजा: सृष्ट्वा पुरोवाच प्रजापति: |अनेन प्रसविष्यध्वमेष वोऽस्त्विष्टकामधुक् || 10||,saha-yajñāḥ prajāḥ sṛiṣhṭvā purovācha prajāpatiḥanena prasaviṣhyadhvam eṣha vo ’stviṣhṭa-kāma-dhuk,saha—along with;yajñāḥ—sacrifices;prajāḥ—humankind;sṛiṣhṭvā—created;purā—in beginning;uvācha—said;prajā-patiḥ—Brahma;anena—by this;prasaviṣhyadhvam—increase prosperity;eṣhaḥ—these;vaḥ—your;astu—shall be;iṣhṭa-kāma-dhuk—bestower of all wishes,saha-yajnah prajah srishtva purovacha prajapatihanena prasavishyadhvam esha vo ’stvishta-kama-dhuk,"BG 3.10:In the beginning of creation, Brahma created humankind along with duties, and said, “Prosper in the performance of theseyajñas(sacrifices), for they shall bestow upon you all you wish to achieve.”","All the elements of nature are integral parts of the system of God’s creation. All the parts of the system naturally draw from and give back to the whole. The sun lends stability to the earth and provides heat and light necessary for life to exist. Earth creates food from its soil for our nourishment and also holds essential minerals in its womb for a civilized lifestyle. The air moves the life force in our body and enables transmission of sound energy. We humans too are an integral part of the entire system of God’s creation. The air that we breathe, the Earth that we walk upon, the water that we drink, and the light that illumines our day, are all gifts of creation to us. While we partake of these gifts to sustain our lives, we also have our duties toward the integral system. Shree Krishna says that we are obligated to participate with the creative force of nature by performing our prescribed duties in the service of God. That is theyajñahe expects from us.Consider the example of a hand. It is an integral part of the body. It receives its nourishment—blood, oxygen, nutrients, etc.—from the body, and in turn, it performs necessary functions for the body. If the hand looks on this service as burdensome, and decides to get severed from the body, it cannot sustain itself for even a few minutes. It is in the performance of itsyajñatoward the body that the self-interest of the hand is also fulfilled. Similarly, we individual souls are tiny parts of the Supreme Soul and we all have our role to play in the grand scheme of things. When we perform ouryajñatoward him, our self-interest is naturally satiated.Generally, the termyajñarefers to fire sacrifice. In theBhagavad Gita,yajñaincludes all the prescribed actions laid down in the scriptures, when they are done as an offering to the Supreme."
