,CHAPTER,CHAPTER NAME SANSKRIT,CHAPTER NAME ENGLISH,VERSE NUMBER,SANSKRIT VERSE,SANSKRIT TRANSLITERATION,WORD TRANSLATION,SANSKRIT ENGLISH,VERSE TRANSLATION,VERSE COMMENTARY
0,4,Jñāna Karm Sanyās Yog,The Yog of Knowledge and the Disciplines of Action,1,श्रीभगवानुवाच |इमं विवस्वते योगं प्रोक्तवानहमव्ययम् |विवस्वान्मनवे प्राह मनुरिक्ष्वाकवेऽब्रवीत् || 1||,śhrī bhagavān uvāchaimaṁ vivasvate yogaṁ proktavān aham avyayamvivasvān manave prāha manur ikṣhvākave ’bravīt,"śhrī-bhagavān uvācha—the Supreme Lord Shree Krishna said;imam—this;vivasvate—to the Sun God;yogam—the science of Yog;proktavān—taught;aham—I;avyayam—eternal;vivasvān—Sun God;manave—to Manu, the original progenitor of humankind;prāha—told;manuḥ—Manu;ikṣhvākave—to Ikshvaku, first king of the Solar dynasty;abravīt—instructed",shri bhagavan uvachaimam vivasvate yogam proktavan aham avyayamvivasvan manave praha manur ikshvakave ’bravit,"BG 4.1:The Supreme Lord Shree Krishna said: I taught this eternal science of Yog to the Sun God, Vivasvan, who passed it on to Manu; and Manu, in turn, instructed it to Ikshvaku.","Merely imparting invaluable knowledge to someone is not enough. The recipients of that knowledge must appreciate its value and have faith in its authenticity. Only then will they put in the effort required to implement it practically in their lives. In this verse, Shree Krishna establishes the credibility and importance of the spiritual wisdom he is bestowing on Arjun. Shree Krishna informs Arjun that the knowledge being imparted unto him is not newly created for the convenience of motivating him into battle. It is the same eternal science of Yog that he originally taught to Vivasvan, or Surya, Sun God, who imparted it to Manu, the original progenitor of humankind; Manu in turn taught it to Ikshvaku, first king of the Solar dynasty. This is the descending process of knowledge, where someone who is a perfect authority on the knowledge passes it down to another who wishes to know.In contrast to this is the ascending process of acquiring knowledge, where one endeavors to enhance the frontiers of understanding through self-effort. The ascending process is laborious, imperfect, and time-consuming. For example, if we wish to learn Physics, we could either try to do it by the ascending process, where we speculate about its principles with our own intellect and then reach conclusions, or we could do it by the descending process, where we approach a good teacher of the subject. The ascending process is exceedingly time-consuming, and we may not even be able to complete the inquiry in our lifetime. We can also not be sure about the validity of our conclusions. In comparison, the descending process gives us instant access to the deepest secrets of Physics. If our teacher has perfect knowledge of Physics, then it is very straightforward—simply listen to the science from him and digest what he says. This descending process of receiving knowledge is both easy and faultless.Every year, thousands of self-help books are released in the market, which present the authors’ solutions to the problems encountered in life. These books may be helpful in a limited way, but because they are based upon the ascending process of attaining knowledge, they are imperfect. Every few years, a new theory comes along that overthrows the current ones. This ascending process is unsuitable for knowing the Absolute Truth. Divine knowledge does not need to be created by self-effort. It is the energy of God, and has existed ever since he has existed, just as heat and light are as old as the fire from which they emanate.God and the individual soul are both eternal, and so the science of Yog that unites the soul and God is also eternal. There is no need to speculate and formulate new theories about it. An amazing endorsement of this truism is theBhagavad Gitaitself, which continues to astound people with the sagacity of its perennial wisdom that remains relevant to our daily lives even fifty centuries after it was spoken. Shree Krishna states here that the knowledge of Yog, which he is revealing to Arjun, is eternal and it was passed down in ancient times through the descending process, from Guru to disciple."
1,4,Jñāna Karm Sanyās Yog,The Yog of Knowledge and the Disciplines of Action,2,एवं परम्पराप्राप्तमिमं राजर्षयो विदु: |स कालेनेह महता योगो नष्ट: परन्तप || 2||,evaṁ paramparā-prāptam imaṁ rājarṣhayo viduḥsa kāleneha mahatā yogo naṣhṭaḥ parantapa,"evam—thus;paramparā—in a continuous tradition;prāptam—received;imam—this (science);rāja-ṛiṣhayaḥ—the saintly kings;viduḥ—understood;saḥ—that;kālena—with the long passage of time;iha—in this world;mahatā—great;yogaḥ—the science of Yog;naṣhṭaḥ—lost;parantapa—Arjun, the scorcher of foes",evam parampara-praptam imam rajarshayo viduhsa kaleneha mahata yogo nashtah parantapa,"BG 4.2:O subduer of enemies, the saintly kings thus received this science of Yog in a continuous tradition. But with the long passage of time, it was lost to the world.","In the descending process of receiving divine knowledge, the disciple understands the science of God-realization from the Guru, who in turn received it from his Guru. It was in such a tradition that saintly kings like Nimi and Janak understood the science of Yog. This tradition starts from God himself, who is the first Guru of the world.tene brahma hṛidā ya ādi-kavaye muhyanti yat sūrayaḥ(Bhāgavatam 1.1.1)[v1]God revealed this knowledge at the beginning of creation in the heart of the first-born Brahma, and the tradition continued from him. Shree Krishna stated in the last verse that he also revealed this knowledge to the Sun God, Vivasvan, from whom the tradition continued as well. However, the nature of this material world is such, that with the passage of time, this knowledge got lost. Materially-minded and insincere disciples interpret the teachings according to their blemished perspectives. Within a few generations, its pristine purity is contaminated. When this happens, by his causeless grace, God reestablishes the tradition for the benefit of humankind. He may do so, either by himself descending in the world, or through a great God-realized Saint, who becomes a conduit for God’s work on Earth.Jagadguru Shree Kripaluji Maharaj, who is the fifth original Jagadguru in Indian history, is such a God-inspired Saint who has reestablished the ancient knowledge in modern times. When he was only thirty-four years old, the Kashi Vidvat Parishat, the supreme body of 500 Vedic scholars in the holy city of Kashi, honored him with the title of Jagadguru, or “Spiritual Master of the world.” He became the fifth Saint in Indian history to receive the original title of Jagadguru, after Jagadguru Shankaracharya, Jagadguru Nimbarkacharya, Jagadguru Ramanujacharya, and Jagadguru Madhvacharya. This commentary on theBhagavad Gitahas been written based upon its insightful understanding, as revealed to me by Jagadguru Shree Kripaluji Maharaj."
2,4,Jñāna Karm Sanyās Yog,The Yog of Knowledge and the Disciplines of Action,3,स एवायं मया तेऽद्य योग: प्रोक्त: पुरातन: |भक्तोऽसि मे सखा चेति रहस्यं ह्येतदुत्तमम् || 3||,sa evāyaṁ mayā te ’dya yogaḥ proktaḥ purātanaḥbhakto ’si me sakhā cheti rahasyaṁ hyetad uttamam,saḥ—that;eva—certainly;ayam—this;mayā—by me;te—unto you;adya—today;yogaḥ—the science of Yog;proktaḥ—reveal;purātanaḥ—ancient;bhaktaḥ—devotee;asi—you are;me—my;sakhā—friend;cha—and;iti—therefore;rahasyam—secret;hi—certainly;etat—this;uttamam—supreme,sa evayam maya te ’dya yogah proktah puratanahbhakto ’si me sakha cheti rahasyam hyetad uttamam,"BG 4.3:The same ancient knowledge of Yog, which is the supreme secret, I am today revealing unto you, because you are My friend as well as My devotee, who can understand this transcendental wisdom.","Shree Krishna tells Arjun that the ancient science being imparted to him is an uncommonly known secret. Secrecy in the world is maintained for two reasons: either due to selfishness in keeping the truth to oneself, or to protect the abuse of knowledge. The science of Yog remains a secret, not for either of these reasons, but because it requires a qualification to be understood. That qualification is revealed in this verse as devotion. The deep message of theBhagavad Gitais not amenable to being understood merely through scholasticism or mastery of the Sanskrit language. It requires devotion, which destroys the subtle envy of the soul toward God and enables us to accept the humble position as his tiny parts and servitors.Arjun was a fit student of this science because he was a devotee of the Lord. Devotion to God can be practiced in any of the five sequentially higherbhāvas, or sentiments: 1)Śhānt bhāv: adoring God as our King. 2)Dāsya bhav: the sentiment of servitude toward God as our Master. 3)Sakhya bhāv: considering God as our Friend. 4)Vātsalya bhāv: considering God as our Child. 5)Mādhurya bhāv: worshipping God as our Soul-beloved. Arjun worshipped God as his Friend, and so Shree Krishna speaks to him as his friend and devotee.Without a devotional heart, one cannot truly grasp the message of the Bhagavad Gita. This verse also invalidates the commentaries on the Bhagavad Gita written by scholars,jñānīs, yogis, tapasvīs,etc., who lackbhakti(devotion) toward God. According to this verse, since they are not devotees, they cannot comprehend the true import of the supreme science that was revealed to Arjun, and hence their commentaries are inaccurate and/or incomplete."
3,4,Jñāna Karm Sanyās Yog,The Yog of Knowledge and the Disciplines of Action,4,अर्जुन उवाच |अपरं भवतो जन्म परं जन्म विवस्वत: |कथमेतद्विजानीयां त्वमादौ प्रोक्तवानिति || 4||,arjuna uvāchaaparaṁ bhavato janma paraṁ janma vivasvataḥkatham etad vijānīyāṁ tvam ādau proktavān iti,"arjunaḥ uvācha—Arjun said;aparam—later;bhavataḥ—your;janma—birth;param—prior;janma—birth;vivasvataḥ—Vivasvan, the Sun God;katham—how;etat—this;vijānīyām—am I to understand;tvam—you;ādau—in the beginning;proktavān—taught;iti—thus",arjuna uvachaaparam bhavato janma param janma vivasvatahkatham etad vijaniyam tvam adau proktavan iti,BG 4.4:Arjun said: You were born much after Vivasvan. How am I to understand that in the beginning You instructed this science to him?,"Arjun is puzzled by the apparent incongruity of events in Shree Krishna’s statement. The Sun god has been present since almost the beginning of creation, while Shree Krishna has only recently been born in the world. If Shree Krishna is the son of Vasudev and Devaki, then his statement that he taught this science to Vivasvan, the Sun god appears inconsistent to Arjun, and he inquires about it.Arjun’s question invites an exposition on the concept of the divine descension of God, and Shree Krishna responds to it in the subsequent verses."
4,4,Jñāna Karm Sanyās Yog,The Yog of Knowledge and the Disciplines of Action,5,श्रीभगवानुवाच |बहूनि मे व्यतीतानि जन्मानि तव चार्जुन |तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप || 5||,śhrī bhagavān uvāchabahūni me vyatītāni janmāni tava chārjunatānyahaṁ veda sarvāṇi na tvaṁ vettha parantapa,"śhrī-bhagavān uvācha—the Supreme Lord said;bahūni—many;me—of mine;vyatītāni—have passed;janmāni—births;tava—of yours;cha—and;arjuna—Arjun;tāni—them;aham—I;veda—know;sarvāṇi—all;na—not;tvam—you;vettha—know;parantapa—Arjun, the scorcher of foes",shri bhagavan uvachabahuni me vyatitani janmani tava charjunatanyaham veda sarvani na tvam vettha parantapa,"BG 4.5:The Supreme Lord said: Both you and I have had many births, O Arjun. You have forgotten them, while I remember them all, O Parantapa.","Shree Krishna explains that merely because he is standing before Arjun in the human form, he should not be equated with human beings. The president of a country sometimes decides to visit the prison, but if we see the president standing in the jail, we do not erroneously conclude that he is also a convict. We know that he is in the jail merely for an inspection. Similarly, God sometimes descends in the material world, but he is never divested of his divine attributes and powers.In his commentary upon this verse, Shankaracharya states:yā vāsudeve anīśhvarāsarvajñāśhaṅkā mūrkhāṇāṁ tāṁ pariharan śhrī-bhagavān uvācha(Śhārīrak Bhāṣhyaon verse 4.5)[v2]“This verse has been spoken by Shree Krishna to refute foolish people who doubt that he is not God.” Non-believers argue that Shree Krishna too was born like the rest of us, and he ate, drank, slept, like we all do, and so he could not have been God. Here, Shree Krishna emphasizes the difference between the soul and God by stating that although he descends in the world innumerable times, he still remains omniscient, unlike the soul whose knowledge is finite.The individual soul and the Supreme Soul, God, have many similarities—both aresat-chit-ānand(eternal, sentient, and blissful). However, there are also many differences. God is all-pervading, while the soul only pervades the body it inhabits; God is all-powerful, while the soul does not even have the power to liberate itself from Maya without God’s grace; God is the creator of the laws of nature, while the soul is subject to these laws; God is the upholder of the entire creation, while the soul is upheld by him; God is all-knowing, while the soul does not have complete knowledge even in one subject.Shree Krishna calls Arjun in this verse as “Parantapa,” meaning “subduer of the enemies.” He implies, “Arjun, you are a valiant warrior who has slayed so many powerful enemies. Now, do not accept defeat before this doubt that has crept into your mind. Use the sword of knowledge that I am giving you to slay it and be situated in wisdom.”"
5,4,Jñāna Karm Sanyās Yog,The Yog of Knowledge and the Disciplines of Action,6,अजोऽपि सन्नव्ययात्मा भूतानामीश्वरोऽपि सन् |प्रकृतिं स्वामधिष्ठाय सम्भवाम्यात्ममायया || 6||,ajo ’pi sannavyayātmā bhūtānām īśhvaro ’pi sanprakṛitiṁ svām adhiṣhṭhāya sambhavāmyātma-māyayā,ajaḥ—unborn;api—although;san—being so;avyaya ātmā—Imperishable nature;bhūtānām—of (all) beings;īśhvaraḥ—the Lord;api—although;san—being;prakṛitim—nature;svām—of myself;adhiṣhṭhāya—situated;sambhavāmi—I manifest;ātma-māyayā—by my Yogmaya power,ajo ’pi sannavyayatma bhutanam ishvaro ’pi sanprakritim svam adhishthaya sambhavamyatma-mayaya,"BG 4.6:Although I am unborn, the Lord of all living entities, and have an imperishable nature, yet I appear in this world by virtue ofYogmaya, My divine power.","Many people revolt at the idea of a God who possesses a form. They are more comfortable with a formless God, who is all-pervading, incorporeal, and subtle. God is definitely incorporeal and formless, but that does not mean that he cannot simultaneously have a form as well. Since God is all-powerful, he has the power to manifest in a form if he wishes. If someone stipulates that God cannot have a form, it means that person does not accept him as all-powerful. Thus to say, “God is formless,” is an incomplete statement. On the other hand, to say, “God manifests in a personal form,” is also only a partial truth. The all-powerful God has both aspects to his divine personality—the personal form and the formless aspect. Hence, the Bṛihadāraṇyak Upaniṣhad states:dwe vāva brahmaṇo rūpe mūrtaṁ chaiva amūrtaṁ cha(2.3.1)[v3]“God appears in both ways—as the formlessBrahmanand as the personal God.” They are both dimensions of his personality.In fact, the individual soul also has these two dimensions to its existence. It is formless, and hence, when it leaves the body upon death, it cannot be seen. Yet it takes on a body—not once, but innumerable times—as it transmigrates from birth to birth. When the tiny soul is able to possess a body, can the all-powerful God not have a form? Or is it that God says, “I do not have the power to manifest in a form, and hence I am only a formless light.” For him to be perfect and complete, he must be both personal and formless.The difference is that while our form is created from the material energy, Maya, God’s form is created by his divine energy,Yogmaya. It is thus divine, and beyond material defects. This has been nicely stated in the Padma Purāṇ:yastu nirguṇa ityuktaḥ śhāstreṣhu jagadīśhvaraḥprākṛitairheya sanyuktairguṇairhīnatvamuchyate[v4]“Wherever the Vedic scriptures state that God does not have a form, they imply that his form is not subject to the blemishes of the material energy; rather, it is a divine form.”"
6,4,Jñāna Karm Sanyās Yog,The Yog of Knowledge and the Disciplines of Action,7,यदा यदा हि धर्मस्य ग्लानिर्भवति भारत |अभ्युत्थानमधर्मस्य तदात्मानं सृजाम्यहम् || 7||,yadā yadā hi dharmasya glānir bhavati bhārataabhyutthānam adharmasya tadātmānaṁ sṛijāmyaham,"yadā yadā—whenever;hi—certainly;dharmasya—of righteousness;glāniḥ—decline;bhavati—is;bhārata—Arjun, descendant of Bharat;abhyutthānam—increase;adharmasya—of unrighteousness;tadā—at that time;ātmānam—self;sṛijāmi—manifest;aham—I",yada yada hi dharmasya glanir bhavati bharataabhyutthanam adharmasya tadatmanam srijamyaham,"BG 4.7:Whenever there is a decline in righteousness and an increase in unrighteousness, O Arjun, at that time I manifest Myself on earth.","Dharmais verily the prescribed actions that are conducive to our spiritual growth and progress; the reverse of this isadharma(unrighteousness). When unrighteousness prevails, the creator and administrator of the world intervenes by descending and reestablishingdharma. Such a descension of God is called anAvatār. The word “Avatar” has been adopted from Sanskrit into English and is commonly used for people’s images on the media screen. In this text, we will be using it in its original Sanskrit connotation, to refer to the divine descension of God. Twenty four such descensions have been listed in the Śhrīmad Bhāgavatam. However, the Vedic scriptures state that there are innumerable descensions of God:janma-karmābhidhānāni santi me ’ṅga sahasraśhaḥna śhakyante ’nusaṅkhyātum anantatvān mayāpi hi(Bhāgavatam 10.51.37)[v5]“Nobody can count the infinite Avatars of God since the beginning of eternity.” These Avatars are classified in four categories, as stated below:1.Āveśhāvatār—when God manifests his special powers in an individual soul and acts through him. The sage Narad is an example ofĀveśhāvatār. The Buddha is also an example ofĀveśhāvatār.2.Prābhavāvatār—these are the descensions of God in the personal form, where he displays some of his divine powers.Prābhavāvatārsare also of two kinds:a) Where God reveals himself only for a few moments, completes his work, and then departs. Hansavatar is an example of this, where God manifested before the Kumaras, answered their question, and left.b) Where the Avatar remains on the earth for many years. Ved Vyas, who wrote the eighteen Puranas and the Mahabharat, and divided the Vedas into four parts, is an example of such an Avatar.3.Vaibhavāvatār—when God descends in his divine form, and manifests more of his divine powers. Matsyavatar, Kurmavatar, Varahavatar are all examples ofVaibhavāvatār.4.Parāvasthāvatār—when God manifests all his divine powers in his personal divine form. Shree Krishna, Shree Ram, and Nrisinghavatar are allParāvasthāvatār.This classification does not imply that any oneAvatāris bigger than the other. Ved Vyas, who is himself anAvatār, clearly states this:sarve pūrṇāḥ śhāśhvatāśhcha dehāstasya paramātmanaḥ(Padma Purāṇ)[v6] “All the descensions of God are replete with all divine powers; they are all perfect and complete.” Hence, we should not differentiate one Avatar as bigger and another as smaller. However, in each descension, God manifests his powers based on the objectives he wishes to accomplish during that particular descension. The remaining powers reside latently within the Avatar. Hence, the above classifications were created."
7,4,Jñāna Karm Sanyās Yog,The Yog of Knowledge and the Disciplines of Action,8,परित्राणाय साधूनां विनाशाय च दुष्कृताम् |धर्मसंस्थापनार्थाय सम्भवामि युगे युगे || 8||,paritrāṇāya sādhūnāṁ vināśhāya cha duṣhkṛitāmdharma-sansthāpanārthāya sambhavāmi yuge yuge,paritrāṇāya—to protect;sādhūnām—the righteous;vināśhāya—to annihilate;cha—and;duṣhkṛitām—the wicked;dharma—the eternal religion;sansthāpana-arthāya—to reestablish;sambhavāmi—I appear;yuge yuge—age after age,paritranaya sadhunam vinashaya cha dushkritamdharma-sansthapanarthaya sambhavami yuge yuge,"BG 4.8:To protect the righteous, to annihilate the wicked, and to reestablish the principles of dharma I appear on this earth, age after age.","Having stated in the last verse that God descends in the world, he now states the three reasons for doing so: 1) To annihilate the wicked. 2) To protect the pious. 3) To establish dharma. However, if we closely study these three points, none of the three reasons seem very convincing:To protect the righteous.God is seated in the hearts of his devotees, and always protects them from within. There is no need to take an Avatar for this purpose.To annihilate the wicked.God is all-powerful, and can kill the wicked merely by wishing it. Why should he have to take an Avatar to accomplish this?To establish dharma.Dharma is eternally described in the Vedas. God can reestablish it through a Saint; he does not need to descend himself, in his personal form, to accomplish this.How then do we make sense of the reasons that have been stated in this verse? Let’s delve a little deeper to grasp the import of what Shree Krishna is stating.The biggest dharma that the soul can engage in is devotion to God. That is what God strengthens by taking anAvatār. When God descends in the world, he reveals his divine forms, names, virtues, pastimes, abodes, and associates. This provides the souls with an easy basis for devotion. Since the mind needs a form to focus upon and to connect with, the formless aspect of God is very difficult to worship. On the other hand, devotion to the personal form of God is easy for people to comprehend, simple to perform, and sweet to engage in.Thus, since the descension of Lord Krishna 5,000 years ago, billions of souls have made his divineleelas(pastimes) as the basis of their devotion, and purified their minds with ease and joy. Similarly, the Ramayan has provided the souls with a popular basis for devotion for innumerable centuries. When the TV show, Ramayan, first began airing on Indian national television on Sunday mornings, all the streets of India would become empty. The pastimes of Lord Ram held such fascination for the people that they would be glued to their television sets to see theleelason the screen. This reveals how Lord Ram’s descension provided the basis for devotion to billions of souls in history. The Ramayan says:rām eka tāpasa tiya tārī, nāma koṭi khala kumati sudhārī[v7]“In his descension period, Lord Ram helped only one Ahalya (Sage Gautam’s wife, whom Lord Ram released from the body of stone). However, since then, by chanting the divine name “Ram,” billions of fallen souls have elevated themselves.” So a deeper understanding of this verse is:To establish dharma:God descends to establish the dharma of devotion by providing souls with his names, forms, pastimes, virtues, abodes, and associates, with the help of which they may engage inbhaktiand purify their minds.To kill the wicked:Along with God, to help facilitate his divine pastimes, some liberated Saints descend and pretend to be miscreants. For example, Ravan and Kumbhakarna were Jaya and Vijaya who descended from the divine abode of God. They pretended to be demons and opposed and fought with Ram. They could not have been killed by anyone else, since they were divine personalities. So, God slayed such demons as a part of hisleelas. And having killed them, he sent them to his divine abode, since that was where they came from in the first place.To protect the righteous:Many souls had become sufficiently elevated in theirsādhanā(spiritual practice) to qualify to meet God face-to-face. When Shree Krishna descended in the world, these eligible souls got their first opportunity to participate in God’s divine pastimes. For example, somegopīs(cowherd women of Vrindavan, where Shree Krishna manifested his pastimes) were liberated souls who had descended from the divine abode to assist in Shree Krishna’sleelas. Othergopīswere materially bound souls who got their first chance to meet and serve God, and participate in hisleelas. So when Shree Krishna descended in the world, such qualified souls got the opportunity to perfect their devotion by directly participating in the pastimes of God.This is the deeper meaning of the verse. However, it is not wrong if someone wishes to cognize the verse more literally or metaphorically."
8,4,Jñāna Karm Sanyās Yog,The Yog of Knowledge and the Disciplines of Action,9,जन्म कर्म च मे दिव्यमेवं यो वेत्ति तत्त्वत: |त्यक्त्वा देहं पुनर्जन्म नैति मामेति सोऽर्जुन || 9||,janma karma cha me divyam evaṁ yo vetti tattvataḥtyaktvā dehaṁ punar janma naiti mām eti so ’rjuna,janma—birth;karma—activities;cha—and;me—of mine;divyam—divine;evam—thus;yaḥ—who;vetti—know;tattvataḥ—in truth;tyaktvā—having abandoned;deham—the body;punaḥ—again;janma—birth;na—never;eti—takes;mām—to me;eti—comes;saḥ—he;arjuna—Arjun,janma karma cha me divyam evam yo vetti tattvatahtyaktva deham punar janma naiti mam eti so ’rjuna,"BG 4.9:Those who understand the divine nature of My birth and activities, O Arjun, upon leaving the body, do not have to take birth again, but come to My eternal abode.","Understand this verse in the light of the previous one. Our mind gets cleansed by engaging it in devotional remembrance of God. This devotion can either be toward the formless aspect of God or toward his personal form. Devotion toward the formless is intangible and nebulous to most people. They find nothing to focus upon or feel connected with during such devotional meditation. Devotion to the personal form of God is tangible and simple. Such devotion requires divine sentiments toward the personality of God. For people to engage in devotion to Shree Krishna, they must develop divine feelings toward his names, form, virtues, pastimes, abode, and associates. For example, people purify their minds by worshipping stone deities because they harbor the divine sentiments that God resides in these deities. It is these sentiments that purify the devotee’s mind. The progenitor Manu says:na kāṣhṭhe vidyate devo na śhilāyāṁ na mṛitsu chabhāve hi vidyate devastasmātbhāvaṁ samācharet[v8]“God resides neither in wood nor in stone, but in a devotional heart. Hence, worship the deity with loving sentiments.”Similarly, if we wish to engage in devotion toward Lord Krishna, we must learn to harbor divine sentiments toward hisleelas. Those commentators who give a figurative interpretation to the Mahabharat and theBhagavad Gita, do grave injustice by destroying the basis of people’s faith in devotion toward Shree Krishna. In this verse, Shree Krishna has emphasized the need for divine sentiments toward his pastimes, for enhancing our devotion.To develop such divine feelings, we must understand the difference between God’s actions and ours. We materially bound souls have not yet attained divine bliss, and hence the longing of our soul is not yet satiated. Thus, our actions are motivated by self-interest and the desire for personal fulfillment. However, God’s actions have no personal motive because he is perfectly satiated by the infinite bliss of his own personality. He does not need to achieve further personal bliss by performing actions. Therefore, whatever he does is for the welfare of the materially conditioned souls. Such divine actions that God performs are termed as“leelas”while the actions we perform are called “work.”Similarly, God’s birth is also divine, and unlike ours, it does not take place from a mother’s womb. The all-Blissful God has no requirement to hang upside down in a mother’s womb. The Bhāgavatam states:tam adbhutaṁ bālakam ambujekṣhaṇaṁchatur-bhujaṁ śhaṅkha gadādyudāyudham(10.3.9) [v9]“When Shree Krishna manifested upon birth before Vasudev and Devaki, he was in his four-armed Vishnu form.” This full-sized form could definitely not have resided in Devaki’s womb. However, to create in her the feeling that he was there, by hisYogmayapower, he simply kept expanding Devaki’s womb. Finally, he manifested from the outside, revealing that he had never been inside her:āvirāsīd yathā prāchyāṁ diśhīndur iva puṣhkalaḥ(Bhāgavatam 10.3.8) [v10]“As the moon manifests in its full glory in the night sky, similarly the Supreme Lord Shree Krishna manifested before Devaki and Vasudev.” This is the divine nature of God’s birth. If we can develop faith in the divinity of his pastimes and birth, then we will be able to easily engage in devotion to his personal form, and attain the supreme destination."
9,4,Jñāna Karm Sanyās Yog,The Yog of Knowledge and the Disciplines of Action,10,वीतरागभयक्रोधा मन्मया मामुपाश्रिता: |बहवो ज्ञानतपसा पूता मद्भावमागता: || 10||,vīta-rāga-bhaya-krodhā man-mayā mām upāśhritāḥbahavo jñāna-tapasā pūtā mad-bhāvam āgatāḥ,vīta—free from;rāga—attachment;bhaya—fear;krodhāḥ—anger;mat-mayā—completely absorbed in me;mām—in me;upāśhritāḥ—taking refuge (of);bahavaḥ—many (persons);jñāna—of knowledge;tapasā—by the fire of knowledge;pūtāḥ—purified;mat-bhāvam—my divine love;āgatāḥ—attained,vita-raga-bhaya-krodha man-maya mam upashritahbahavo jnana-tapasa puta mad-bhavam agatah,"BG 4.10:Being free from attachment, fear, and anger, becoming fully absorbed in Me, and taking refuge in Me, many persons in the past became purified by knowledge of Me, and thus attained My divine love.","In the previous verse, Lord Krishna explained that those who truly know the divine nature of his birth and pastimes attain him. He now confirms that legions of human beings in all ages became God-realized by this means. They achieved this goal by purifying their minds through devotion. Shree Aurobindo put it very nicely: “You must keep the temple of the heart clean, if you wish to install therein the living presence.” The Bible states: “Blessed are the pure in heart, for they shall see God.” (Matthew 5.8) [v11]Now, how does the mind get purified? By giving up attachment, fear, and anger, and absorbing the mind in God. Actually, attachment is the cause of both fear and anger. Fear arises out of apprehension that the object of our attachment will be snatched away from us. And anger arises when there is an obstruction in attaining the object of our attachment. Attachment is thus the root cause of the mind getting dirty.This world of Maya consists of the three modes of material nature—sattva, rajas,andtamas(goodness, passion, and ignorance). All objects and personalities in the world come within the realm of these three modes. When we attach our mind to a material object or person, our mind too becomes affected by the three modes. Instead, when we absorb the same mind in God, who is beyond the three modes of material nature, such devotion purifies the mind. Thus, the sovereign recipe to cleanse the mind from the defects of lust, anger, greed, envy, and illusion, is to detach it from the world and attach it to the Supreme Lord. Hence, the Ramayan states:prema bhagati jala binu raghurāī, abhiantara malakabahuñ na jāī“Without devotion to God, the dirt of the mind will not be washed away.” Even the ardent propagator ofjñāna yog, Shankaracharya, stated:śhuddhayati hi nāntarātmā kṛiṣhṇapadāmbhoja bhaktimṛite(Prabodh Sudhākar)[v13]“Without engaging in devotion to the lotus feet of Lord Krishna, the mind will not be cleansed.”On reading the previous verse, a question may arise whether Lord Krishna is partial in bestowing his grace upon those who absorb their minds in him versus the worldly-minded souls. The Supreme Lord addresses this in the next verse."
