,CHAPTER,CHAPTER NAME SANSKRIT,CHAPTER NAME ENGLISH,VERSE NUMBER,SANSKRIT VERSE,SANSKRIT TRANSLITERATION,WORD TRANSLATION,SANSKRIT ENGLISH,VERSE TRANSLATION,VERSE COMMENTARY
0,2,Sānkhya Yog,The Yog of Analytical Knowledge,1,सञ्जय उवाच |तं तथा कृपयाविष्टमश्रुपूर्णाकुलेक्षणम् |विषीदन्तमिदं वाक्यमुवाच मधुसूदन: || 1||,sañjaya uvāchataṁ tathā kṛipayāviṣhṭamaśhru pūrṇākulekṣhaṇamviṣhīdantamidaṁ vākyam uvācha madhusūdanaḥ,"sañjayaḥ uvācha—Sanjay said;tam—to him (Arjun);tathā—thus;kṛipayā—with pity;āviṣhṭam—overwhelmed;aśhru-pūrṇa—full of tears;ākula—distressed;īkṣhaṇam—eyes;viṣhīdantam—grief-stricken;idam—these;vākyam—words;uvācha—said;madhusūdanaḥ—Shree Krishn, slayer of the Madhu demon",sanjaya uvachatam tatha kripayavishtamashru purnakulekshanamvishidantamidam vakyam uvacha madhusudanah,"BG 2.1:Sanjay said: Seeing Arjun overwhelmed with pity, his mind grief-stricken, and his eyes full of tears, Shree Krishna spoke the following words.","To describe Arjun’s feelings, Sanjay uses the wordkṛipayā, meaning pity or compassion.  This compassion is of two kinds.  One is the divine compassion that God and the saints feel toward the souls in the material realm, on seeing their suffering in separation to God.  The other is the material compassion that we feel upon seeing the bodily distress of others.  Material compassion is a noble sentiment that is not perfectly directed.  It is like being obsessed with the health of the car while the driver sitting within is famished for food.  Arjun is experiencing this second kind of sentiment.  He is overwhelmed with material pity toward his enemies gathered for battle.  The fact that Arjun is overcome by grief and despair shows that he is himself in dire need of compassion.  Therefore, the idea of his being merciful upon others is meaningless.In this verse, Shree Krishna is addressed as “Madhusudan.”  He had slayed the demon Madhu, and hence gotten the name Madhusudan, or “slayer of the Madhu demon.”  Here, He is about to slay the demon of doubt that has arisen in Arjun’s mind and is preventing him from discharging his duty."
1,2,Sānkhya Yog,The Yog of Analytical Knowledge,2,श्रीभगवानुवाच |कुतस्त्वा कश्मलमिदं विषमे समुपस्थितम् |अनार्यजुष्टमस्वर्ग्यमकीर्तिकरमर्जुन || 2||,śhrī bhagavān uvāchakutastvā kaśhmalamidaṁ viṣhame samupasthitamanārya-juṣhṭamaswargyam akīrti-karam arjuna,śhrī-bhagavān uvācha—the Supreme Lord said;kutaḥ—wherefrom;tvā—to you;kaśhmalam—delusion;idam—this;viṣhame—in this hour of peril;samupasthitam—overcome;anārya—crude person;juṣhṭam—practiced;aswargyam—which does not lead to the higher abodes;akīrti-karam—leading to disgrace;arjuna—Arjun,shri bhagavan uvachakutastva kashmalamidam vishame samupasthitamanarya-jushtamaswargyam akirti-karam arjuna,"BG 2.2:The Supreme Lord said: My dear Arjun, how has this delusion overcome you in this hour of peril?  It is not befitting an honorable person.  It leads not to the higher abodes, but to disgrace.","The wordĀryain our sacred books does not refer to any race or ethnic group.  The Manu Smṛiti defines an Aryan as a highly evolved and cultured person.  “Aryan” connotes goodness, like the term “perfect gentleman.”  The aim of the Vedic scriptures is to induce humans to become Aryans in all respects.  Shree Krishna finds Arjun’s present condition in conflict with that ideal, and so reprimands him by calling attention to his confusion in how to live up to this ideal state of being under the current circumstances.The Bhagavad Gita, or “Song of God,” effectively begins from here because Shree Krishna, who was quiet until now, starts speaking in this verse.  The Supreme Lord first begins by inducing in Arjun a hunger for knowledge.  He does this by pointing out that his state of confusion is dishonorable and inappropriate for virtuous persons.  He then goes on to remind Arjun of the consequences of delusion, which are pain, infamy, failure in life, and degradation of the soul.Rather than comforting him, Shree Krishna is making Arjun uncomfortable about his current state.  We all feel uncomfortable when we are confused because it is not the natural condition of the soul.  That feeling of discontentment, if properly channeled, can become a powerful impetus to search for true knowledge.  The suitable resolution of doubt helps a person acquire a deeper understanding than before.  Thus, God sometimes deliberately puts a person in turmoil, so that he or she may be forced to search for knowledge to remove the confusion.  And when the doubt is finally resolved, that person reaches a higher level of understanding."
2,2,Sānkhya Yog,The Yog of Analytical Knowledge,3,क्लैब्यं मा स्म गम: पार्थ नैतत्त्वय्युपपद्यते |क्षुद्रं हृदयदौर्बल्यं त्यक्त्वोत्तिष्ठ परन्तप || 3||,klaibyaṁ mā sma gamaḥ pārtha naitat tvayyupapadyatekṣhudraṁ hṛidaya-daurbalyaṁ tyaktvottiṣhṭha parantapa,"klaibyam—unmanliness;mā sma—do not;gamaḥ—yield to;pārtha—Arjun, the son of Pritha;na—not;etat—this;tvayi—to you;upapadyate—befitting;kṣhudram—petty;hṛidaya—heart;daurbalyam—weakness;tyaktvā—giving up;uttiṣhṭha—arise;param-tapa—conqueror of enemies",klaibyam ma sma gamah partha naitat tvayyupapadyatekshudram hridaya-daurbalyam tyaktvottishtha parantapa,"BG 2.3:O Parth, it does not befit you to yield to this unmanliness.  Give up such petty weakness of heart and arise, O vanquisher of enemies.","Successfully treading the path of enlightenment requires high spirits and morale.  One needs to be optimistic, enthusiastic, and energetic to overcome the negativities of the material mind, such as sloth, the rut of habit, ignorance, and attachment.  Shree Krishna is a skillful teacher, and thus having reprimanded Arjun, He now enhances Arjun’s internal strength to tackle the situation by encouraging him.By addressing Arjun as the son of Pritha (another name for Kunti), Shree Krishna invokes him to remember his mother Kunti.  She had worshipped Indra, the chief of the celestial gods, and with his blessings Arjun was born.  Hence, he was endowed with extraordinary might and valor, similar to that of Indra.  Shree Krishna is reminding him of this, encouraging him not to yield to this impotence, which does not befit his illustrious parentage.  Again, He addresses Arjun as Parantapa, or conqueror of enemies, indicating to him to vanquish the enemy that has arisen within him, namely, the desire for dereliction of his dutiful action as a Kshatriya, or warrior class prince.Shree Krishna goes on to explain that the way he is feeling is neither moral duty nor true compassion; rather, it is lamentation and delusion.  It has its roots in weakness of mind.  If his behavior was truly based on wisdom and mercy, then he would experience neither confusion nor grief."
3,2,Sānkhya Yog,The Yog of Analytical Knowledge,4,अर्जुन उवाच |कथं भीष्ममहं सङ्ख्ये द्रोणं च मधुसूदन |इषुभि: प्रतियोत्स्यामि पूजार्हावरिसूदन || 4||,arjuna uvāchakathaṁ bhīṣhmam ahaṁ sankhye droṇaṁ cha madhusūdanaiṣhubhiḥ pratiyotsyāmi pūjārhāvari-sūdana,"arjunaḥ uvācha—Arjun said;katham—how;bhīṣhmam—Bheeshma;aham—I;sankhye—in battle;droṇam—Dronacharya;cha—and;madhu-sūdana—Shree Krishn, slayer of the Madhu demon;iṣhubhiḥ—with arrows;pratiyotsyāmi—shall I shoot;pūjā-arhau—worthy of worship;ari-sūdana—destroyer of enemies",arjuna uvachakatham bhishmam aham sankhye dronam cha madhusudanaishubhih pratiyotsyami pujarhavari-sudana,"BG 2.4:Arjun said: O Madhusudan, how can I shoot arrows in battle on men like Bheeshma and Dronacharya, who are worthy of my worship, O destroyer of enemies?","In response to Shree Krishna’s call for action, Arjun presents his confusion.  He states that Bheeshma and Dronacharya are worthy of his respect and adoration.  Bheeshma was the embodiment of chastity, and remained a lifelong celibate to fulfill the vow he had made to his father.  Arjun’s military preceptor, Dronacharya, was a genius in the science of warfare, and it was from him that Arjun mastered the art of archery.  Kripacharya was another respectable person on the other side, whom Arjun had always held in veneration.  To treat these men of high merit as enemies now seemed abominable to the noble-minded Arjun.  If even arguing with these venerable elders was improper, then how could he ever think of attacking them with weapons?  His statement thus implies, “O Krishna, please do not doubt my courage.  I am prepared to fight.  But from the perspective of moral duty, my duty is to respect my teachers and to show compassion to the sons of Dhritarashtra.”"
4,2,Sānkhya Yog,The Yog of Analytical Knowledge,5,गुरूनहत्वा हि महानुभावान्श्रेयो भोक्तुं भैक्ष्यमपीह लोके |हत्वार्थकामांस्तु गुरूनिहैवभुञ्जीय भोगान् रुधिरप्रदिग्धान् || 5||,gurūnahatvā hi mahānubhāvānśhreyo bhoktuṁ bhaikṣhyamapīha lokehatvārtha-kāmāṁstu gurūnihaivabhuñjīya bhogān rudhira-pradigdhān,gurūn—teachers;ahatvā—not killing;hi—certainly;mahā-anubhāvān—noble elders;śhreyaḥ—better;bhoktum—to enjoy life;bhaikṣhyam—by begging;api—even;iha loke—in this world;hatvā—killing;artha—gain;kāmān—desiring;tu—but;gurūn—noble elders;iha—in this world;eva—certainly;bhuñjīya—enjoy;bhogān—pleasures;rudhira—blood;pradigdhān—tainted with,gurunahatva hi mahanubhavanshreyo bhoktum bhaikshyamapiha lokehatvartha-kamamstu gurunihaivabhunjiya bhogan rudhira-pradigdhan,"BG 2.5:It would be better to live in this world by begging, than to enjoy life by killing these noble elders, who are my teachers. If we kill them, the wealth and pleasures we enjoy will be tainted with blood.","It could be argued that Arjun needed to fight and win the kingdom to maintain his livelihood. But, Arjun refutes that line of thought here. He says that he would prefer to live by begging than commit this heinous crime. He further believes that if he does indulge in this heinous act of fighting the war and kills his elders and relatives, his conscience will not allow him to enjoy any of the fruits of his action in this world, such as riches and power.Shakespeare’s play Macbeth carries a telling example of a person not being able to enjoy even the natural state of sleep due to guilty conscience, let alone enjoy any wealth and power that comes along by immoral conduct. Macbeth was a nobleman of Scotland. Once while travelling, the king of Scotland came to rest the night at his house. Macbeth’s wife incited him to murder the king and usurp his throne. Macbeth got swayed by her advice and assassinated the king, and thereafter, he and Lady Macbeth were crowned as the king and queen of Scotland. However, for years after that, Macbeth would be found walking in his palace, fully awake at night. The author writes, “Macbeth hath killed sleep, and so Macbeth shall sleep no more.” The queen would be found repeatedly washing her hands, as if to remove imaginary blood stains. In this verse, Arjun commiserates that, if he did kill these noble elders, tainted with their blood, his conscience would not let him enjoy all the royal benefits of ruling the kingdom."
5,2,Sānkhya Yog,The Yog of Analytical Knowledge,6,न चैतद्विद्म: कतरन्नो गरीयोयद्वा जयेम यदि वा नो जयेयु: |यानेव हत्वा न जिजीविषामस्तेऽवस्थिता: प्रमुखे धार्तराष्ट्रा: || 6||,na chaitadvidmaḥ kataranno garīyoyadvā jayema yadi vā no jayeyuḥyāneva hatvā na jijīviṣhāmaste ’vasthitāḥ pramukhe dhārtarāṣhṭrāḥ,na—not;cha—and;etat—this;vidmaḥ—we know;katarat—which;naḥ—for us;garīyaḥ—is preferable;yat vā—whether;jayema—we may conquer;yadi—if;vā—or;naḥ—us;jayeyuḥ—they may conquer;yān—whom;eva—certainly;hatvā—after killing;na—not;jijīviṣhāmaḥ—we desire to live;te—they;avasthitāḥ—are standing;pramukhe—before us;dhārtarāṣhṭrāḥ—the sons of Dhritarashtra,na chaitadvidmah kataranno gariyoyadva jayema yadi va no jayeyuhyaneva hatva na jijivishamaste ’vasthitah pramukhe dhartarashtrah,"BG 2.6:We do not even know which result of this war is preferable for us—conquering them or being conquered by them. Even after killing them we will not desire to live. Yet they have taken the side of the sons of Dhritarasthra, and now stand before us on the battlefield.","When evaluating the most suitable course of action, one considers various alternatives and their consequences. Arjun was debating whether it would be desirable to defeat the Kauravas or to be defeated by them. Both alternatives seemed like defeat, for if he did win the war by slaying the Kauravas, he would have no further desire to live.However, the fact was that Bheeshma, Dronacharya, Kripacharya, etc. had acted ignobly by taking the side of the unrighteous Kauravas. The wordarthakāmhas been used for them, implying, “attached to wealth and position,” they had taken the side of the wicked Duryodhan. So, killing them in the war was a natural consequence. In fact, after the war, Bheeshma himself admitted that a teacher who acts ignobly is fit to be abandoned.Here, special mention needs to be made of Bheeshma. According to the Śhrīmad Bhāgavatam (verse 9.22.19), he was a great devotee of Shree Krishna. He was a master of his senses, and an icon of chivalry and generosity. He was a knower of the Absolute Truth, and had vowed to always speak the truth in his life. Even death could only come to him when he chose to accept it. For various reasons, he is enumerated amongst the twelve great personalities, orMahājans, mentioned in the Bhāgavatam:swayambhūr nāradaḥ śhambhuḥ kumāraḥ kapilo manuḥprahlādo janako bhīṣhmo balir vaiyāsakir vayam(6.3.20) [v1]“These are the twelve great knowers of religious principles—the first-born Brahma, Sage Narad, Lord Shiv, the four Kumars, Bhagavan Kapil (son of Devahuti), Svayambhuva Manu, Prahlad Maharaj, Janak Maharaj, Grandfather Bheeshma, Bali Maharaj, Shukadev Muni, and Ved Vyas.”Hence, Bheeshma was an enlightened soul, whose actions could never be against the principles of dharma. However, his profound character was beyond mundane reasoning. Even though he fought on the side of the Kauravas, he said to Yudhishthir (the eldest of the Pandava brothers) before the war, “I am obliged to combat on the side of unrighteousness, but I give you the boon that you will be victorious.” Bheeshma knew that the righteous Pandavas, who had the Supreme Lord Shree Krishna on their side, could never lose. By taking the side ofadharma(unrighteousness), he showed that even the biggest forces on heaven and earth could not make unholiness win in this holy war. He thus offered the biggest sacrifice of laying down his life, to assist the divine pastimes of Lord Krishna.Shree Krishna was well aware of Bheeshma’s deep devotion toward him, despite his fighting from the side of the Kauravas. That is why he upheld Bheeshma’s vow by breaking his own. Bheeshma resolved on a particular day during the war, that before sunset on the next day, he would either kill Arjun, the foremost Pandava warrior, or else to save him, Shree Krishna would have to break his own vow of not lifting weapons in the battle of Mahabharat. Poets describe the vow that Bheeshma made:āju jo harihiṅ na śhastra gahāūñ,tau lājahuñ gaṅgā jananī ko śhāntanu suta na kahāūñ(Saint Soordas) [v2]“If I do not make the Supreme Lord Shree Krishna lift weapons, then I will shame my mother Ganga, and I am not the son of King Shantanu.” Bheeshma fought so valiantly that Arjun’s chariot was shattered, and he was stranded on the ground. At that stage, Shree Krishna lifted the chariot wheel and came forward to prevent Bheeshma from killing Arjun. Bheeshma saw the Lord with the chariot wheel in his hand as a weapon, and broke into a big smile. He understood thatBhaktavatsala Bhagavān(God who gives pleasure to his devotees) had broken his own vow to honor the vow of his devotee.In fact, Bheeshma’s devotion to Lord Krishna had a veryrasik(full of sweetness) flavor to it. He used to meditate on Shree Krishna’s pastimes in Vrindavan. There, in the evening when the Lord would return to the village after grazing the cows in the forest, the dust raised from the hooves of the cows would deck his charming face, increasing its beauty and sweetness. During the battle of Mahabharat, the dust raised from the hooves of the horses too added to Shree Krishna’s beauty, and he loved havingdarśhan(divine vision) of his Lord there.In the last stage of his life, as he lay for six months on the bed of arrows, he meditated on that very vision of God, offering the following prayer to Him:yudhi turaga-rajo-vidhūmra-viṣhvak-kacha-lulita-śhramavāry-alaṅkṛitāsyemama niśhita-śharair vibhidyamāna-tvachi vilasat-kavache ’stu kṛiṣhṇa ātmā(Bhāgavatam 1.9.34)[v3]“On the battlefield, Lord Krishna’s flowing hair was covered with white dust raised by the hooves of the horses, and his face was covered with sweat beads because of his physical effort in driving the chariot. These were like ornaments enhancing the beauty of my Lord; and the wounds dealt by my sharp arrows further intensified the decorations. Let my mind meditate unto that Shree Krishna.”Lord Krishna reciprocated his loving devotion by himself coming to meet Bheeshma on his deathbed of arrows, and with thedarśhanof God in front of him, Bheeshma, the greatmahājan, left his body, of his own volition."
6,2,Sānkhya Yog,The Yog of Analytical Knowledge,7,कार्पण्यदोषोपहतस्वभाव:पृच्छामि त्वां धर्मसम्मूढचेता: |यच्छ्रेय: स्यान्निश्चितं ब्रूहि तन्मेशिष्यस्तेऽहं शाधि मां त्वां प्रपन्नम् || 7||,kārpaṇya-doṣhopahata-svabhāvaḥpṛichchhāmi tvāṁ dharma-sammūḍha-chetāḥyach-chhreyaḥ syānniśhchitaṁ brūhi tanmeśhiṣhyaste ’haṁ śhādhi māṁ tvāṁ prapannam,kārpaṇya-doṣha—the flaw of cowardice;upahata—besieged;sva-bhāvaḥ—nature;pṛichchhāmi—I am asking;tvām—to you;dharma—duty;sammūḍha—confused;chetāḥ—in heart;yat—what;śhreyaḥ—best;syāt—may be;niśhchitam—decisively;brūhi—tell;tat—that;me—to me;śhiṣhyaḥ—disciple;te—your;aham—I;śhādhi—please instruct;mām—me;tvām—unto you;prapannam—surrendered,karpanya-doshopahata-svabhavahprichchhami tvam dharma-sammudha-chetahyach-chhreyah syannishchitam bruhi tanmeshishyaste ’ham shadhi mam tvam prapannam,"BG 2.7:I am confused about my duty, and am besieged with anxiety and faintheartedness. I am Your disciple, and am surrendered to You. Please instruct me for certain what is best for me.","This is a great moment in theBhagavad Gita, when for the first time Arjun, who is Shree Krishna’s friend and cousin, requests him to be his Guru. Arjun pleads to Shree Krishna that he has been overpowered by kārpaṇya doṣh, or the flaw of cowardice in behavior, and so he requests the Lord to become his Guru and instruct him about the path of auspiciousness.All the Vedic scriptures declare in unison that it is through the medium of a Spiritual Master that we receive divine knowledge for our eternal welfare:tadvijñānārthaṁ sa gurumevābhigachchhet samitpāṇiḥ śhrotriyaṁ brahmaniṣhṭham(Muṇḍakopaniṣhad 1.2.12) [v4]“To know the Absolute Truth, approach a Guru who is both a knower of the scriptures and is practically situated on the platform of God-realization.”tasmād guruṁ prapadyeta jijñāsuḥ śhreya uttamamśhābde pare cha niṣhṇātaṁ brahmaṇy upaśhamāśhrayam(Bhāgavatam 11.3.21) [v5]“Seekers of the Truth should surrender themselves to a Spiritual Master who has understood the conclusion of the scriptures and taken complete shelter of God, leaving aside all material considerations.”The Ramayan states:guru binu bhava nidhi tarai na koī, jauṅ biranchi sankara sama hoī.[v6]“Not even the most elevated of spiritual aspirants can cross over the material ocean without the grace of the Guru.” Shree Krishna states this himself in the Bhagavad Gita in verse 4.34: “Learn the truth by approaching a spiritual master. Inquire from him with reverence and render service unto him. Such an enlightened Saint can impart knowledge unto you because he has seen the truth.”To demonstrate the need for accepting a Guru to gain knowledge, Shree Krishna himself took this step. In his youth, he went to the hermitage of Sandipani Muni to learn sixty-four sciences from him. His classmate, Sudama, remarked regarding this:yasya chchhando mayaṁ brahma deha āvapanaṁ vibhośhreyasāṁ tasya guruṣhu vāso ’tyanta viḍambanam(Bhāgavatam 10.80.45) [v7]“O Shree Krishna, the Vedas are like your body, manifested from the knowledge that you possess (hence, what requirement do you have for making a Guru). Yet, you too pretend you need to learn from a Guru; this is only your divineleela(pastime).” Shree Krishna is in fact the first Guru of the world, because he is the Guru of Brahma, the first-born in this material world. He performed thisleelafor our benefit, to teach by his example that we souls, who are under the influence of Maya, will need a Guru to dispel our ignorance. In this verse, Arjun takes the step of surrendering to Shree Krishna as his disciple, and requests his Guru to enlighten him regarding the proper course of action."
7,2,Sānkhya Yog,The Yog of Analytical Knowledge,8,न हि प्रपश्यामि ममापनुद्याद्यच्छोकमुच्छोषणमिन्द्रियाणाम् |अवाप्य भूमावसपत्नमृद्धंराज्यं सुराणामपि चाधिपत्यम् || 8||,na hi prapaśhyāmi mamāpanudyādyach-chhokam uchchhoṣhaṇam-indriyāṇāmavāpya bhūmāv-asapatnamṛiddhaṁrājyaṁ surāṇāmapi chādhipatyam,na—not;hi—certainly;prapaśhyāmi—I see;mama—my;apanudyāt—drive away;yat—which;śhokam—anguish;uchchhoṣhaṇam—is drying up;indriyāṇām—of the senses;avāpya—after achieving;bhūmau—on the earth;asapatnam—unrivalled;ṛiddham—prosperous;rājyam—kingdom;surāṇām—like the celestial gods;api—even;cha—also;ādhipatyam—sovereignty,na hi prapashyami mamapanudyadyach-chhokam uchchhoshanam-indriyanamavapya bhumav-asapatnamriddhamrajyam suranamapi chadhipatyam,"BG 2.8:I can find no means of driving away this anguish that is drying up my senses. Even if I win a prosperous and unrivalled kingdom on the earth, or gain sovereignty like the celestial gods, I will be unable to dispel this grief.","When we are swamped in misery, the intellect keeps analyzing the cause of misery, and when it is able to think no further, then dejection sets in. Since Arjun’s problems are looming bigger than his feeble intellectual abilities, his material knowledge is insufficient in saving him from the ocean of grief that he finds himself in. Having accepted Shree Krishna as his Guru, Arjun now pours out his heart to him, to reveal his pitiable state.Arjun’s situation is not unique. This is invariably the situation we sometimes find ourselves in as we go through the journey of life. We want happiness, but we experience misery; we desire knowledge, but are unable to lift the cloud of ignorance; we crave perfect love, but repeatedly meet with disappointment. Our college degrees, acquired knowledge, and mundane scholarships do not provide solutions to these perplexities of life. We need divine knowledge to solve the puzzle of life. That treasure chest of divine knowledge is opened when we find a true Guru, one who is situated in transcendence, provided we have the humility to learn from him. Such is the path Arjun has decided to take."
8,2,Sānkhya Yog,The Yog of Analytical Knowledge,9,सञ्जय उवाच |एवमुक्त्वा हृषीकेशं गुडाकेश: परन्तप |न योत्स्य इति गोविन्दमुक्त्वा तूष्णीं बभूव ह || 9||,sañjaya uvāchaevam-uktvā hṛiṣhīkeśhaṁ guḍākeśhaḥ parantapana yotsya iti govindam uktvā tūṣhṇīṁ babhūva ha,"sañjayaḥ uvācha—Sanjay said;evam—thus;uktvā—having spoken;hṛiṣhīkeśham—to Shree Krishna, the master of the mind and senses;guḍākeśhaḥ—Arjun, the conquerer of sleep;parantapaḥ—Arjun, the chastiser of the enemies;na yotsye—I shall not fight;iti—thus;govindam—Krishna, the giver of pleasure to the senses;uktvā—having addressed;tūṣhṇīm—silent;babhūva—became ha",sanjaya uvachaevam-uktva hrishikesham gudakeshah parantapana yotsya iti govindam uktva tushnim babhuva ha,"BG 2.9:Sanjay said: Having thus spoken, Gudakesh, that chastiser of enemies, addressed Hrishikesh: “Govind, I shall not fight,” and became silent.","The sagacious Sanjay, in his narration to Dhritarasthra, uses very apt names for the personalities he refers to. Here, Arjun is calledGuḍākeśh, or “conqueror of sleep.” The power of sleep is such that sooner or later, all living beings succumb to it. But with his determination, Arjun had disciplined himself in such a way that sleep would come to him only when he permitted it, and only for the amount of time he chose. By using the nameGuḍākeśhfor Arjun, Sanjay is subtly hinting to Dhritarasthra, “Just as this “hero amongst men” conquered sleep, so too will he conquer his despondency.”And the word he uses for Shree Krishna isHṛiṣhīkeśh, or “master of the mind and senses.” The subtle hint here is that he who is the master of his senses will definitely ensure that the events are properly managed."
9,2,Sānkhya Yog,The Yog of Analytical Knowledge,10,तमुवाच हृषीकेश: प्रहसन्निव भारत |सेनयोरुभयोर्मध्ये विषीदन्तमिदं वच: || 10||,tam-uvācha hṛiṣhīkeśhaḥ prahasanniva bhāratasenayorubhayor-madhye viṣhīdantam-idaṁ vachaḥ,"tam—to him;uvācha—said;hṛiṣhīkeśhaḥ—Shree Krishna, Master of mind and senses;prahasan—smilingly;iva—as if;bhārata—Dhritarashtra, descendant of Bharat;senayoḥ—of the armies;ubhayoḥ—of both;madhye—in the midst of;viṣhīdantam—to the grief-stricken;idam—this;vachaḥ—words",tam-uvacha hrishikeshah prahasanniva bharatasenayorubhayor-madhye vishidantam-idam vachah,"BG 2.10:O Dhritarashtra, thereafter, in the midst of both the armies, Shree Krishna smilingly spoke the following words to the grief-stricken Arjun.","In sharp contrast to Arjun’s words of lamentation, Shree Krishna smiled, displaying that the situation was not making him despair; rather he was perfectly happy with it. Such is the equanimous attitude exhibited by someone with knowledge in all situations.With our incomplete understanding, we find faults with the situations we are in—we complain and grumble about them, wish to run away from them, and hold them responsible for our misery. But the enlightened souls inform us that the world created by God is perfect in every way, and both good and bad situations come to us for a divine purpose. They are all arranged for our spiritual evolution, to push us upward in our journey toward perfection. Those who understand this secret are never disturbed in difficult circumstances, facing them with serenity and tranquility.“The snowflakes fall slowly to the ground, each flake in its proper place” is a famous Taoist expression. It beautifully expresses the inherent perfection in the design of the world and the macro events taking place in it, even though we are not able to perceive it from our material perspective.The Chhāndogya Upaniṣhad explains why earthquakes, hurricanes, cyclones, floods, and typhoons are created in the world by God, as a part of the grand scheme of things. It states that God deliberately creates difficult situations to prevent people from slowing down in their journey of spiritual progress. When people become complacent, a natural calamity comes along, forcing the souls to strain their abilities to cope with it, which ensures their progress. However, it must be noted that the progress being talked about here is not the external increase of material luxuries, but the internal unfoldment of the glorious divinity of the soul over a continuum of lifetime."
